31,6,3,4,7,12,34,5,34
34,1,0,0,-1,12,40,8,28
34,1,0,0,-1,22,42,8,28
34,1,0,0,-1,24,44,8,28
32,6,3,6,8,24,44,8,27
34,1,0,0,-1,26,46,8,27
34,1,0,0,-1,36,48,8,27
34,1,0,0,-1,38,50,8,27
32,6,3,6,8,38,50,8,26
34,1,0,0,-1,40,52,8,26
19,4,2,5,5,6,1,0,81
34,1,0,0,-1,4,6,2,76
16,6,2,6,3,7,9,2,76
14,4,1,5,3,7,14,4,70
